x.X1,x.X2,x.X3,x.X4,x.X5,x.X6,x.X7,x.X8,x.X9,x.X10,y
0.461010234,0.539003224,0.603897569,0.53661534,0.67044239,0.399167605,0.300054905,0.237832097,0.514431732,0.590939713,15.29459431
0.17609128,0.506599705,0.525763723,0.76987701,0.600415863,0.102761724,0.305800931,0.402655674,0.005575336,0.237749518,13.04891272
0.085318298,0.219659014,0.044668353,0.924126671,0.344996225,0.632295315,0.386902733,0.385180607,0.936465258,0.031702612,15.97972457
0.881760683,0.095601799,0.140945068,0.034034918,0.657645701,0.709019403,0.565561833,0.178115251,0.574142212,0.953483994,10.2672765
0.091283635,0.085863104,0.622911517,0.598797641,0.543018014,0.140952628,0.052998433,0.544399407,0.972752721,0.195889344,8.781284593
0.355875725,0.444843586,0.653199099,0.360227506,0.723598914,0.346687794,0.95939649,0.062207027,0.191867387,0.148681919,12.26192999
0.947740133,0.630541305,0.48534933,0.297515477,0.598721355,0.410774807,0.732661631,0.169247602,0.25231925,0.887118584,13.61762251
0.704474402,0.909727869,0.701588876,0.428881685,0.456797108,0.888833608,0.22798859,0.775519046,0.833490549,0.774475986,15.1862811
0.596887441,0.206228208,0.627774681,0.063919205,0.426918685,0.212130008,0.223446094,0.571579652,0.066106324,0.511062183,8.183015507
0.267693789,0.034273853,0.360995132,0.292941061,0.964934164,0.977239272,0.252744566,0.698110923,0.857123662,0.905926978,9.808248703
0.373924856,0.12677454,0.748017433,0.659820578,0.519685549,0.908774993,0.417448735,0.460065173,0.328392777,0.588189928,12.13514117
0.962535237,0.156546514,0.612084842,0.168731891,0.167611586,0.935406864,0.451975863,0.088193591,0.744889291,0.435291685,7.623059908
0.304588798,0.167439206,0.490023526,0.575980321,0.943186654,0.991440721,0.088688434,0.379030295,0.227637087,0.841352474,13.62394487
0.54245535,0.674630044,0.359191334,0.636144723,0.875978824,0.257827968,0.140283851,0.536592881,0.485321964,0.361434836,20.44781567
0.017805788,0.15245919,0.240669665,0.515789695,0.411139234,0.201635343,0.192374125,0.915368791,0.75958041,0.662743483,7.020597902
0.338998626,0.243631541,0.708242196,0.188273448,0.812100522,0.82882996,0.521632698,0.247034889,0.334412905,0.354352259,9.284907288
0.519717779,0.722274601,0.594214485,0.295638247,0.486771957,0.004892391,0.762318651,0.367472294,0.305053443,0.956209018,15.15365923
0.123479607,0.193196617,0.159826646,0.803368472,0.69303558,0.215522496,0.970700565,0.762537831,0.364757989,0.448251577,14.00700176
0.926848212,0.433551587,0.656268932,0.484687162,0.703572076,0.549957835,0.566690591,0.348048122,0.996653167,0.594444681,18.82719528
0.498292644,0.796425418,0.954835847,0.998711391,0.237384096,0.353472132,0.425781409,0.249202629,0.985714222,0.75498259,24.97867003
0.556825053,0.64948063,0.971594678,0.300974939,0.272762752,0.795412563,0.666280092,0.063267268,0.98528844,0.730758417,16.71012929
0.094894305,0.522646558,0.746545838,0.223409374,0.422022137,0.19622115,0.009554292,0.452143567,0.343638433,0.888442721,8.705733756
0.110934267,0.363520638,0.057348068,0.134253224,0.697014464,0.605605485,0.756965375,0.016597433,0.466376843,0.957501193,10.05047596
0.059336858,0.720051243,0.753962536,0.318616007,0.562867423,0.136184348,0.569189035,0.47990274,0.420224725,0.404013409,7.895820867
0.948444945,0.010652529,0.92646278,0.159884009,0.848933749,0.630823405,0.553471228,0.053671667,0.07586993,0.170901433,8.981142773
0.435654738,0.300569359,0.316265592,0.002072447,0.630056351,0.793394528,0.931533293,0.02607778,0.342401388,0.590721885,9.544068374
0.123812902,0.445679752,0.061004425,0.208544342,0.006912764,0.087235975,0.652233999,0.878842368,0.976717771,0.02343983,7.349415484
0.567824678,0.888374857,0.607675171,0.558018519,0.697484498,0.58209496,0.066174568,0.517678506,0.237476874,0.637845143,18.48144509
0.622288441,0.527196317,0.874047738,0.474248714,0.225752073,0.584983981,0.862623052,0.500108907,0.239371895,0.445267524,17.36807161
0.973787199,0.313187394,0.586410221,0.354655887,0.883359964,0.504955606,0.031405438,0.392140563,0.078389054,0.80848125,16.03917422
0.728098259,0.242171121,0.989879711,0.930972545,0.426577277,0.991724773,0.129226669,0.613576615,0.687090644,0.385870638,20.9302345
0.660953211,0.61128672,0.664009056,0.506605276,0.359296935,0.141417798,0.418758317,0.527756976,0.255680804,0.902767345,16.3073606
0.395068309,0.278096289,0.134589084,0.694392165,0.863065912,0.32109581,0.656441714,0.732279642,0.060939044,0.317196004,17.36649214
0.694311088,0.915248798,0.343700445,0.538030013,0.942955684,0.033872094,0.851398797,0.451304952,0.416314488,0.987389664,19.79934009
0.564467328,0.223124079,0.357729522,0.687992589,0.027262884,0.944271494,0.05885905,0.469820844,0.985526431,0.853842259,11.83116307
0.362047346,0.821325391,0.076361061,0.839587124,0.239562653,0.643756869,0.64679809,0.846507818,0.513944575,0.120870663,22.90774489
0.388144945,0.271870553,0.125714718,0.197957163,0.429708639,0.524681774,0.519879793,0.144606688,0.134512312,0.315562455,11.80883459
0.746996167,0.266714836,0.332583865,0.332766302,0.686189384,0.363059375,0.935803562,0.919508153,0.018397138,0.276632806,13.82376975
0.500204691,0.024914028,0.552009695,0.641716873,0.333287164,0.439601676,0.671461289,0.568371106,0.569184323,0.558395936,7.692669557
0.999288977,0.336560593,0.148892743,0.265418536,0.220481348,0.865007503,0.245342774,0.497226649,0.349281542,0.207407842,16.13749268
0.083015552,0.522332383,0.325363556,0.564759763,0.591309973,0.778435055,0.208763991,0.272035562,0.55449248,0.182933943,11.63983042
0.963300409,0.600065591,0.691475965,0.512821646,0.559538833,0.263850105,0.632612674,0.808585413,0.733980025,0.492124296,19.44137463
0.226685234,0.671133625,0.070895207,0.060966039,0.565701255,0.124288562,0.115694448,0.766631393,0.708282728,0.782022589,11.8353691
0.546917731,0.111609417,0.354370819,0.086979843,0.824612292,0.542361814,0.988634462,0.339728394,0.007527651,0.009376599,5.359231639
0.868809295,0.361803471,0.493318288,0.645931449,0.794307511,0.513604521,0.101528021,0.138616013,0.874130379,0.821441756,19.60769446
0.6329447,0.422165619,0.166697375,0.502430452,0.558964336,0.211736242,0.205730252,0.445487051,0.707906008,0.743580964,17.92301572
0.144586401,0.540717588,0.07540355,0.160139437,0.496523935,0.604226009,0.408542568,0.582169167,0.80399842,0.494437492,8.562700786
0.616342628,0.679613289,0.293938965,0.54645846,0.084797239,0.370636435,0.526393428,0.914335042,0.858476465,0.038994084,16.67338645
0.495405302,0.771909476,0.875277727,0.139804955,0.440323971,0.226500759,0.580967683,0.634675553,0.897625223,0.540761038,16.76659618
0.703549061,0.728899447,0.334288757,0.238251114,0.071107456,0.8124813,0.642069949,0.312190812,0.998865635,0.052566446,11.98669018
0.118874053,0.266874195,0.470574687,0.017064276,0.655709028,0.929232044,0.456447936,0.741498661,0.752743536,0.555738765,5.765070168
0.291344864,0.41132848,0.281519163,0.424221234,0.293116141,0.127138227,0.808975379,0.355498413,0.106137351,0.237821073,10.48478979
0.450732279,0.199073248,0.2555945,0.566072088,0.535776293,0.198635483,0.639849458,0.437645067,0.57206413,0.933181382,11.58478264
0.976946156,0.718769163,0.08509685,0.428212509,0.68832482,0.915655933,0.453357217,0.020313333,0.042004538,0.708849536,21.39316885
0.508183997,0.142420141,0.780534981,0.166760054,0.418820719,0.897892518,0.16457024,0.410940886,0.948521117,0.321012056,8.655074733
0.643136217,0.519506037,0.177104787,0.174548529,0.066266166,0.999495308,0.724885598,0.050708652,0.936211455,0.027697007,12.71970912
0.345480666,0.167107208,0.405532485,0.78798882,0.266162881,0.5359054,0.13299621,0.037883224,0.577033476,0.76231607,11.06078639
0.009390771,0.016068433,0.005166582,0.332341965,0.591822592,0.641364356,0.845247946,0.328178935,0.104331674,0.911809018,10.68207902
0.062518534,0.016636583,0.108373254,0.109623657,0.362462215,0.812583615,0.905703002,0.958898901,0.369674144,0.484388383,6.340327158
0.973878914,0.049616617,0.017673292,0.928430854,0.665660461,0.4206783,0.394912029,0.264548541,0.952533214,0.393565229,19.94307112
0.995943673,0.788842933,0.849487631,0.119870469,0.387330026,0.441409713,0.985320757,0.623316078,0.027009955,0.124114918,11.10564758
0.643471457,0.048731271,0.147553447,0.459473278,0.61605971,0.380647185,0.94914031,0.951154445,0.405488674,0.113423636,10.50906022
0.708198965,0.112995734,0.232349487,0.361842781,0.822327259,0.962741321,0.474642866,0.441840286,0.990459841,0.997908868,11.75665702
0.630783118,0.548600213,0.303578546,0.066671654,0.492617032,0.388208276,0.784146332,0.329834892,0.776010382,0.644565404,12.83846629
0.143294869,0.959340186,0.999504758,0.438003147,0.105342035,0.471566151,0.471251276,0.053130775,0.355989244,0.540110638,12.81875248
0.382873352,0.745545714,0.378166197,0.750651101,0.719007137,0.400368077,0.217436794,0.991410189,0.030738864,0.883002235,17.76393159
0.151735911,0.635589824,0.183236118,0.260740217,0.252757357,0.73914268,0.943781662,0.543350857,0.500334806,0.550641322,8.634359106
0.543336621,0.151549766,0.229754688,0.699116244,0.828400151,0.356277341,0.873287291,0.424279203,0.314636878,0.708945655,15.15777394
0.760022961,0.859151428,0.46082645,0.162910976,0.158024373,0.141749721,0.161010714,0.710371391,0.318607707,0.267845926,11.753073
0.913843036,0.110515999,0.158809075,0.731739607,0.149568084,0.337995191,0.070109789,0.843328305,0.345808742,0.088741735,14.55066965
0.576221112,0.510521034,0.647437342,0.965581605,0.221420238,0.699316226,0.548083683,0.229363894,0.140038297,0.571486314,20.22151658
0.252492551,0.149772262,0.301011846,0.040657387,0.704765569,0.880995604,0.487747522,0.020870518,0.033859283,0.114723886,5.862207815
0.301185417,0.101095028,0.214145774,0.962309304,0.935722487,0.261692414,0.275471726,0.639250747,0.333148344,0.795110168,17.78808589
0.600257021,0.384473129,0.755858813,0.135239081,0.841716396,0.593870947,0.35583015,0.306981826,0.068394794,0.807774229,12.76115419
0.058685915,0.648130168,0.97858606,0.506773051,0.162544956,0.383576529,0.891554554,0.14561693,0.567699847,0.205615437,12.78971935
0.669786287,0.078482397,0.01453084,0.288494931,0.044931794,0.460299121,0.77773042,0.514106916,0.216701575,0.62729828,10.58198119
0.042149493,0.542039262,0.484758936,0.404744589,0.092466164,0.264117436,0.940223376,0.228781024,0.346424041,0.715381857,5.590469565
0.35004047,0.642623322,0.744391774,0.871011626,0.527640685,0.206208715,0.717212687,0.029150923,0.470530959,0.03396998,17.57296603
0.77430003,0.551838094,0.054239287,0.894763343,0.01135673,0.877580639,0.391567329,0.032059902,0.625626551,0.997578317,20.27758154
0.64119782,0.84100896,0.798520481,0.872813223,0.211809224,0.429119897,0.195771636,0.975258189,0.781606124,0.821009194,19.90202706
0.787344834,0.491017801,0.111493516,0.529317182,0.467065041,0.36533947,0.990245175,0.031915978,0.393656441,0.391046043,19.78830683
0.102357981,0.08877129,0.127061815,0.361356462,0.490459933,0.8646014,0.351852238,0.451340462,0.374204993,0.968133545,9.867455733
0.167392426,0.632926096,0.845443875,0.06185822,0.685631341,0.755414117,0.219037903,0.838764484,0.602434559,0.225865768,9.179086294
0.727498763,0.526944805,0.042178163,0.188394003,0.181765459,0.411143213,0.271150655,0.98493723,0.061535164,0.520484509,16.47394373
0.453349752,0.794391984,0.490210479,0.586210953,0.892425938,0.181237287,0.420930872,0.417172226,0.980894458,0.032486115,20.15656221
0.587344315,0.313897437,0.492118668,0.290802836,0.657826023,0.981446055,0.0990699,0.727532908,0.054546761,0.381606861,11.99263409
0.674344262,0.975863311,0.666217483,0.725973916,0.30590506,0.702669445,0.91643605,0.674632843,0.246102303,0.928258137,17.68931287
0.170056005,0.741601557,0.202170616,0.847657204,0.448651343,0.448967612,0.087887289,0.692012527,0.54831117,0.99067158,15.71607273
0.304671905,0.32018332,0.78011517,0.077439277,0.300611864,0.297109813,0.833318817,0.041902103,0.176206733,0.69747889,7.426518743
0.734494698,0.562168838,0.834146359,0.050763521,0.96387368,0.538060176,0.348778819,0.718250002,0.804153901,0.360305137,16.49544687
0.051505591,0.943174592,0.887633176,0.7624884,0.134054107,0.000295286,0.424329275,0.344807245,0.42138993,0.272303754,13.46907518
0.731115897,0.036201485,0.928520704,0.854988864,0.915436671,0.62579243,0.05509259,0.487431658,0.556990473,0.946968448,17.47618288
0.095121196,0.587473365,0.750907112,0.30633108,0.906401313,0.956184705,0.789231308,0.97654517,0.104762538,0.472681143,9.271979712
0.927753931,0.682825399,0.580727916,0.246589851,0.947003269,0.160575286,0.270349619,0.368204621,0.822298682,0.216423754,18.02196761
0.864874114,0.674944616,0.603931482,0.096378631,0.660680932,0.4856033,0.275364818,0.841048806,0.357729421,0.54788236,16.4230013
0.576483859,0.587705551,0.448239441,0.16960067,0.061503288,0.579851663,0.48247942,0.949846209,0.153914458,0.686144389,11.67953193
0.07251985,0.295212483,0.888882976,0.53493754,0.695206497,0.083628837,0.792379576,0.985700822,0.238105754,0.758457523,12.07024176
0.18667778,0.139859597,0.714988739,0.898760311,0.073880402,0.309592136,0.163243431,0.710187268,0.884314634,0.392123477,12.51443914
0.051656968,0.853267864,0.384271306,0.322792017,0.902448539,0.977560752,0.514796361,0.996856238,0.160237092,0.556694481,9.742444978
0.24173594,0.997131039,0.996074729,0.140420658,0.254430856,0.216690955,0.272951787,0.61814863,0.191461617,0.153223177,15.72773145
0.907294443,0.811687919,0.117744395,0.148620974,0.297226134,0.071375349,0.674998421,0.400741243,0.917687922,0.108184059,10.85211952
0.651694854,0.835952431,0.989000992,0.37060319,0.561112131,0.032055202,0.53856204,0.921282504,0.769406958,0.219569193,20.91334431
0.571168433,0.805528205,0.128678904,0.230894384,0.848575213,0.397597426,0.029180311,0.052606857,0.153432683,0.353457073,18.07779243
0.84890032,0.972255077,0.362767117,0.955459803,0.400089273,0.091184375,0.82259593,0.416441333,0.511963555,0.834030511,17.6940268
0.823440833,0.959609177,0.404302227,0.205232609,0.273299481,0.58111604,0.620920094,0.222564713,0.010632079,0.898412957,10.32602501
0.121735414,0.870950536,0.00648259,0.264414907,0.708872838,0.207761458,0.173843146,0.459113419,0.724289213,0.205324785,13.19373893
0.395433048,0.682358964,0.63598195,0.503714524,0.353890926,0.646347167,0.600104501,0.802871836,0.950623722,0.381704511,14.79740311
0.735105303,0.128522084,0.286512717,0.019576589,0.67550797,0.367603665,0.442036293,0.642678362,0.275173204,0.529825266,7.235158213
0.248860839,0.507266047,0.687474987,0.899911118,0.157853973,0.951185541,0.765989255,0.424426669,0.367319667,0.49819851,13.2830951
0.415831311,0.763939304,0.797709763,0.307614301,0.718309181,0.002410617,0.046068676,0.063199926,0.077489764,0.792262231,18.28272766
0.021657771,0.228134483,0.767742605,0.84463548,0.294488142,0.983587839,0.05690698,0.320622363,0.159681099,0.486955981,10.44414699
0.931965515,0.714384877,0.343855905,0.619386068,0.819186358,0.334908715,0.971599165,0.228363767,0.58840035,0.383905573,18.83016318
0.218670782,0.159791717,0.77642032,0.511885711,0.900474584,0.565239097,0.152355144,0.039990352,0.909309259,0.355156826,12.67196381
0.493660142,0.882052272,0.300336445,0.918396971,0.612856759,0.67647099,0.340445054,0.466923669,0.465933108,0.173202016,23.17857476
0.175225399,0.531331905,0.070289096,0.724510675,0.629947425,0.618636668,0.850129507,0.910581373,0.46295192,0.690501951,16.76806301
0.408556141,0.125607946,0.956168454,0.161994033,0.77266661,0.285207804,0.039089825,0.956896009,0.297605206,0.040366845,9.839780921
0.34845642,0.069212373,0.593284314,0.095099711,0.774068304,0.375122921,0.143656495,0.963191084,0.99670581,0.223737622,7.406288403
0.731750828,0.978532283,0.678350777,0.968614117,0.028392322,0.027177569,0.010763554,0.737103887,0.189570381,0.431898942,18.21303954
0.766175873,0.868409165,0.003096968,0.346567619,0.010102886,0.523717939,0.786412839,0.724202296,0.761143162,0.27242137,16.96643897
0.631622414,0.815408102,0.551784722,0.094113195,0.417977094,0.31631614,0.759737181,0.198766533,0.892957209,0.215924499,13.0808974
0.068155927,0.442013236,0.396009719,0.795566466,0.801211252,0.267538526,0.188337041,0.619167844,0.455704876,0.611866516,13.4020676
0.939852601,0.20303426,0.797007883,0.578836899,0.471965011,0.42875502,0.994117451,0.449459289,0.184699753,0.5583386,15.18680834
0.404894334,0.233373161,0.193089606,0.561721004,0.380296128,0.005499794,0.927817428,0.253661419,0.781198914,0.518228291,12.05719902
0.412329248,0.281074254,0.955196002,0.47787455,0.308200964,0.609813088,0.437113936,0.300912281,0.278707893,0.478108892,15.10887178
0.634495411,0.939071987,0.848477135,0.234883151,0.340881118,0.355789553,0.311854793,0.812371288,0.495990617,0.241884153,16.68539814
0.606139519,0.448749451,0.679929674,0.70256326,0.927103608,0.359010744,0.424192725,0.987570956,0.971943403,0.895433079,19.3922305
0.897811189,0.739465532,0.735740847,0.665841198,0.892987246,0.630886857,0.35615351,0.705488288,0.613062817,0.307312441,20.56156847
0.766203524,0.727254379,0.999752544,0.794214602,0.560794013,0.398127637,0.332881927,0.623894264,0.795966484,0.318952242,27.57167199
0.004854297,0.147788408,0.667642108,0.223887469,0.916300137,0.198696887,0.369189017,0.663433135,0.888417479,0.215908271,6.367317358
0.954268183,0.844387298,0.294405258,0.304704244,0.218837289,0.709819364,0.444596092,0.983803813,0.850669475,0.320043105,10.45589039
0.482254644,0.787819366,0.43462892,0.896329263,0.508263072,0.988475883,0.519875032,0.566892542,0.544299094,0.400041913,22.20961865
0.296911905,0.455574613,0.183137464,0.991997322,0.338668287,0.928687297,0.495391426,0.074281834,0.383686291,0.961633887,18.57073385
0.631801893,0.526621001,0.258123256,0.590615334,0.325009113,0.067683047,0.740385511,0.830685505,0.345241733,0.48534404,16.56762002
0.052005511,0.085783861,0.339898206,0.04249391,0.784788506,0.066606904,0.379429357,0.037335866,0.898123084,0.98333589,5.942318452
0.850114449,0.77230828,0.750307922,0.276749875,0.201460845,0.864003461,0.44340664,0.273125625,0.437580696,0.767943911,13.15948849
0.915852679,0.682172138,0.879953294,0.891130682,0.819169905,0.412226165,0.63592143,0.114503464,0.907124549,0.627284619,25.80878008
0.48064861,0.409588774,0.980843679,0.378019946,0.916564098,0.364408034,0.194529527,0.635899249,0.515860662,0.7469843,17.56014776
0.892902794,0.457062609,0.047059674,0.570982117,0.42429033,0.979014681,0.153872039,0.859887951,0.834968847,0.972195006,20.98323226
0.176345372,0.175697166,0.905939929,0.730184955,0.017863052,0.078470656,0.78432762,0.925869477,0.551028347,0.031783717,12.77314272
0.219716785,0.596267961,0.520366672,0.876762403,0.255208264,0.988976862,0.175269745,0.947804677,0.432108938,0.056139766,13.51067059
0.02495035,0.770490977,0.344447111,0.492093721,0.140401044,0.877261678,0.153773821,0.093990302,0.113527348,0.144608187,8.679266105
0.59040129,0.959335193,0.103469353,0.502325049,0.799051505,0.974583631,0.766325082,0.362363585,0.738166479,0.554258312,21.14117117
0.268570627,0.654844211,0.097701993,0.785925907,0.796219078,0.975510523,0.033810689,0.108313246,0.999750177,0.318029374,21.63625812
0.321074549,0.870700527,0.262438827,0.017701513,0.28033792,0.378958597,0.31635505,0.947492881,0.222037936,0.009480038,11.97337814
0.245579899,0.121276145,0.177850851,0.908667475,0.189048103,0.168090774,0.525545787,0.991895719,0.663475065,0.395632887,13.09568836
0.251794787,0.365065989,0.730920288,0.280118678,0.311429481,0.472328493,0.890426237,0.438087814,0.902057925,0.961224205,10.57164918
0.898519228,0.779935701,0.135895517,0.182187169,0.132684343,0.58062547,0.104566941,0.906396276,0.418993207,0.019476229,12.55215142
0.507806394,0.422011858,0.048517013,0.119612352,0.587747404,0.70592837,0.931581008,0.730499924,0.736174773,0.421212185,13.4322385
0.81801868,0.144198832,0.618389275,0.950177841,0.526012222,0.537905948,0.704183592,0.011247614,0.168349383,0.632297208,13.67756211
0.493463313,0.67500153,0.115435885,0.518135671,0.867326106,0.971444026,0.551992895,0.789550844,0.251410156,0.341081298,22.97655825
0.492276036,0.159356281,0.544318898,0.076035481,0.750204593,0.688332539,0.622275638,0.012402038,0.364132474,0.284185115,7.560944945
0.669129708,0.941615491,0.018719797,0.464996747,0.918697861,0.514536727,0.227734493,0.700002391,0.432806042,0.37376055,24.23425839
0.000598485,0.661174723,0.39459647,0.366545468,0.409363118,0.793233893,0.322255349,0.268422391,0.134426521,0.466242612,5.695482368
0.624570712,0.268512165,0.060474778,0.760691789,0.677423072,0.4050085,0.06648658,0.767150329,0.59755194,0.85956059,19.66393048
0.803974985,0.770893401,0.735889065,0.651722058,0.168759789,0.819567853,0.467132885,0.93901374,0.332908144,0.069493486,18.91715626
0.573783096,0.98403544,0.901527876,0.924581907,0.191481812,0.449361777,0.162276811,0.616557699,0.998543031,0.172613259,22.58152482
0.816629966,0.043178116,0.753455504,0.19625448,0.039207888,0.52490619,0.061319812,0.047504525,0.090496142,0.132390293,3.603427032
0.216660322,0.038837334,0.719838636,0.066167912,0.190053678,0.627853932,0.925158173,0.662418741,0.944294093,0.91059733,2.693158136
0.97005192,0.369995003,0.2254131,0.559960165,0.056402819,0.878085558,0.198509137,0.239191141,0.618836818,0.351229556,17.39695411
0.91396617,0.048977847,0.59522155,0.342955199,0.240846483,0.924906449,0.330549044,0.549104047,0.705064935,0.826464317,7.031499641
0.255174626,0.382132302,0.426027711,0.350688282,0.321308651,0.940605035,0.66322651,0.657633411,0.018274056,0.173209371,7.059205108
0.069650526,0.038947284,0.266196058,0.030510129,0.367543766,0.757771663,0.587190812,0.883541047,0.617311743,0.958803419,3.366201078
0.485768796,0.942913985,0.864403438,0.449339509,0.195486028,0.888029401,0.668131291,0.906520314,0.324557417,0.525784195,18.99731673
0.709046228,0.195285863,0.299698737,0.291664284,0.2010812,0.784225533,0.320133876,0.364797906,0.85504061,0.031443997,8.926615459
0.365136718,0.202263038,0.017655302,0.357290838,0.937143941,0.984829709,0.390441148,0.297110167,0.779240693,0.813681114,15.38683065
0.478943615,0.65591679,0.016290185,0.701553132,0.315578592,0.85312491,0.646666548,0.415965831,0.165489151,0.709485411,22.57909352
0.235909198,0.675724484,0.55782028,0.468727357,0.273271282,0.849869525,0.220742465,0.711292927,0.93874682,0.145452068,12.7762143
0.940393921,0.349212539,0.273156033,0.63249618,0.146777658,0.693993821,0.037829122,0.804109904,0.892546875,0.059447523,17.58303286
0.545984469,0.519134783,0.226094167,0.376720171,0.285752681,0.227996117,0.530776139,0.347520892,0.439189004,0.015486525,13.39712145
0.877070233,0.796879277,0.031612077,0.1041968,0.791264688,0.003481952,0.577817492,0.92213763,0.76339316,0.757483897,18.00380398
0.394945038,0.95682094,0.692468559,0.12224207,0.871971952,0.659514164,0.674951192,0.76710272,0.689969164,0.786972955,15.51975878
0.871836939,0.553224831,0.04477,0.18058882,0.64948933,0.083186247,0.386979177,0.865960247,0.189111372,0.544215413,20.38544953
0.396656795,0.328110723,0.686961446,0.305242642,0.208156004,0.505602842,0.047163235,0.802700174,0.077865764,0.105856479,9.330214687
0.058882158,0.512049835,0.522427157,0.894862373,0.223746988,0.034216873,0.209361373,0.097069685,0.338769645,0.518904902,9.739297724
0.652828501,0.726390061,0.654563908,0.115722732,0.195627035,0.569659795,0.164574512,0.843242681,0.512012906,0.735265506,13.2973602
0.282001709,0.792712061,0.633438567,0.788030588,0.13127575,0.809362166,0.26771353,0.098555079,0.691527023,0.395093004,14.51391087
0.689778729,0.402524726,0.583735496,0.625687246,0.805145619,0.743158324,0.271939688,0.164697417,0.422868484,0.276061618,18.26283149
0.014202859,0.591680171,0.520647667,0.95551502,0.149485538,0.711457458,0.669169643,0.611656666,0.771165529,0.459857007,10.72818724
0.465745687,0.59010166,0.418686048,0.684477069,0.892723023,0.290225356,0.174434283,0.459369228,0.171106154,0.399846907,19.66954121
0.719327072,0.320713755,0.146458215,0.634415248,0.089439732,0.207733032,0.79830716,0.978112607,0.651711231,0.904167389,16.05031332
0.868887239,0.224917173,0.823483684,0.422719967,0.527622778,0.655217462,0.139312723,0.039634844,0.495858697,0.056993004,15.09495311
0.300943731,0.186542594,0.61342263,0.428496361,0.698702153,0.789570176,0.001265021,0.779313782,0.274550321,0.705021471,11.02487217
0.740304789,0.661148041,0.550109978,0.941624852,0.713045887,0.759680811,0.82937284,0.164840461,0.088823254,0.980146646,22.47035974
0.615653709,0.615564941,0.71981638,0.427362676,0.065786467,0.206618353,0.407339455,0.8268137,0.187482997,0.68366992,14.99667373
0.153686977,0.023444734,0.690476112,0.006234483,0.230461666,0.096018366,0.452135032,0.442343563,0.070242655,0.152209932,2.981950893
0.807301715,0.467319573,0.340442971,0.048879315,0.615907039,0.908927465,0.509291181,0.615307496,0.63787159,0.39434461,12.34199969
0.14506159,0.841840583,0.366090798,0.780417411,0.677377633,0.304285841,0.850229417,0.425577714,0.285347005,0.322529377,14.12356046
0.525289534,0.26866618,0.078968646,0.861159788,0.181553058,0.799790271,0.154979363,0.997240934,0.179648495,0.635014194,18.34564956
0.23319805,0.199505592,0.854283788,0.945997229,0.437117738,0.547112681,0.413262591,0.870884258,0.338960878,0.220350428,15.43374422
0.181622541,0.908575197,0.243573018,0.021584503,0.096693486,0.76451146,0.64208039,0.285908678,0.897386597,0.225520703,7.068900873
0.698718054,0.89468318,0.959910069,0.956967269,0.105666929,0.343717431,0.308062734,0.584346229,0.139265247,0.897030819,23.20727745
